Account,Oracle Super Category,Oracle Category,PRISM Commodity Level 1,PRISM Commodity Level 2,PRISM Commodity Level 3,PRISM Commodity Level 4,PRISM Commodity Level 5,iProc Product Category,PRISM Commodity Name,Category Name,Commodity Level,Account,Financial Class,Special Reporting,Purchase Type,Change Type
6011,Expenses,Contract Salaries and Wages,Corporate & Professional Services,Field Contract Labor,Field Contract Labor - Other Office Personnel (6011),,,,Field Contract Labor - Other Office Personnel (6011),Field Contract Labor - Other Office Personnel ,L3,6011 - Sal & Wage-Contract,792 - Other Office Personnel,00000 - N/A,Indirect,None
6011,Expenses,Contract Salaries and Wages,Corporate & Professional Services,Field Contract Labor,Field Contract Labor - Preceptor (6011),,,,Field Contract Labor - Preceptor (6011),Field Contract Labor - Preceptor ,L3,6011 - Sal & Wage-Contract,777 - Preceptor,00000 - N/A,Indirect,None
6011,Expenses,Contract Salaries and Wages,Corporate & Professional Services,Field Contract Labor,Field Contract Labor - Pt Care Tech (6011),,,,Field Contract Labor - Pt Care Tech (6011),Field Contract Labor - Pt Care Tech ,L3,6011 - Sal & Wage-Contract,762 - Pt Care Tech,00000 - N/A,Indirect,None
6011,Expenses,Contract Salaries and Wages,Corporate & Professional Services,Field Contract Labor,"Field Contract Labor - RN, Admin (6011)",,,,"Field Contract Labor - RN, Admin (6011)","Field Contract Labor - RN, Admin ",L3,6011 - Sal & Wage-Contract,760 - RN Admin,00000 - N/A,Indirect,None
6011,Expenses,Contract Salaries and Wages,Corporate & Professional Services,Field Contract Labor,Field Contract Labor - Temporary Help (6011),,,,Field Contract Labor - Temporary Help (6011),Field Contract Labor - Temporary Help ,L3,6011 - Sal & Wage-Contract,793 - Temporary Help,00000 - N/A,Indirect,None
6040,Expenses,Contract Salaries and Wages,Corporate & Professional Services,IT Contract Labor,IT Project Support (6040),,,,IT Project Support (6040),IT Project Support ,L3,6040 - Sal & Wage-Contract IT Project Support,000 - N/A - General,00000 - N/A,Indirect,None
6041,Expenses,Contract Salaries and Wages,Corporate & Professional Services,IT Contract Labor,IT Application Maintenance (6041),,,,IT Application Maintenance (6041),IT Application Maintenance ,L3,6041 - Sal & Wage-Contract IT Application Maintenance,000 - N/A - General,00000 - N/A,Indirect,None
6042,Expenses,Contract Salaries and Wages,Corporate & Professional Services,IT Contract Labor,IT Infrastructure & Network Labor (6042),,,,IT Infrastructure & Network Labor (6042),IT Infrastructure & Network Labor ,L3,6042 - Sal & Wage-Contract IT Infrastructure & Network Labor,000 - N/A - General,00000 - N/A,Indirect,None
6250,Employee Benefits & Related Costs,EE Apparel,Office Supplies & Accessories,DaVita Branded Products & Apparel,Uniforms (6250),,,,Uniforms (6250),Uniforms ,L3,6250 - EE Apparel,000 - N/A - General,00000 - N/A,Indirect,None
6280,Employee Benefits & Related Costs,"EE Physical, Lab, Other",Corporate & Professional Services,Employment Services,Benefits (6280),,,,Benefits (6280),Benefits ,L3,6280 - Other EE Benefits Company,000 - N/A - General,00000 - N/A,Indirect,None
6290,Employee Benefits & Related Costs,Other Benefits & Costs,Corporate & Professional Services,Employment Services,Relocation (6290),,,,Relocation (6290),Relocation ,L3,6290 - EE Relocation,000 - N/A - General,00000 - N/A,Indirect,None
6422,Medical Supplies,Blood Units & Transport,Facilities,Transportation & Logistics,Blood Transportation (6422),,,,Blood Transportation (6422),Blood Transportation ,L3,6422 - Blood Transportation,000 - N/A - General,00000 - N/A,Indirect,None
6700,Other Controllable,Laundry & Linen,Facilities,Facility Services,Laundry & Linen (6700),,,,Laundry & Linen (6700),Laundry & Linen ,L3,6700 - Laundry & Linen,000 - N/A - General,00000 - N/A,Indirect,None
7510,Other Operating,Professional Fees,Corporate & Professional Services,Consulting,Management Consulting (7510),,,,Management Consulting (7510),Management Consulting ,L3,7510 - Consulting Professional Fees,000 - N/A - General,00000 - N/A,Indirect,None
7513,Other Operating,Professional Fees,Corporate & Professional Services,Consulting,IT Consulting (7513),,,,IT Consulting (7513),IT Consulting ,L3,7513 - Professional Fees-IT Project Support,000 - N/A - General,00000 - N/A,Indirect,None
7515,Other Operating,Professional Fees,Corporate & Professional Services,Other Professional Services,Lobbying Expenditures (7515),,,,Lobbying Expenditures (7515),Lobbying Expenditures ,L3,7515 - Lobbying Expenditures,000 - N/A - General,00000 - N/A,Indirect,None
7518,Other Operating,Professional Fees,Corporate & Professional Services,Legal Services,M&A Outside Counsel (7518),,,,M&A Outside Counsel (7518),M&A Outside Counsel ,L3,7518 - Acquisition Expenses - Legal-Consulting,000 - N/A - General,00000 - N/A,Indirect,None
7520,Other Operating,Professional Fees,Corporate & Professional Services,Legal Services,General Outside Counsel (7520),,,,General Outside Counsel (7520),General Outside Counsel ,L3,7520 - Legal Fees,000 - N/A - General,00000 - N/A,Indirect,None
7530,Other Operating,Professional Fees,Corporate & Professional Services,Auditing,Audit Services (7530),,,,Audit Services (7530),Audit Services ,L3,7530 - Audit Fees,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Facilities,Transportation & Logistics,Packaging & Packaging Materials (7600),,,,Packaging & Packaging Materials (7600),Packaging & Packaging Materials ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Printer Supplies (Ink & Toner) (7600),,,Printer Supplies (Ink & Toner) (7600),Printer Supplies (Ink & Toner) ,L4,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Scanners & Accessories,Scanner Accessories (7600),,,Scanner Accessories (7600),Scanner Accessories ,L4,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,TV Accessories (7600),,,,TV Accessories (7600),TV Accessories ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Beverages (7600),,,,Beverages (7600),Beverages ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Binders & Folders (7600),,,BINDER,Binders & Folders (7600),Binders & Folders ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Calendars (7600),,,,Calendars (7600),Calendars ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Cases Bags & Backpacks (7600),,,BAG,Cases Bags & Backpacks (7600),Cases Bags & Backpacks ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Desk Supplies (7600),,,,Desk Supplies (7600),Desk Supplies ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Paper & Paper Related Products (7600),,,,Paper & Paper Related Products (7600),Paper & Paper Related Products ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Pens Pencils & Correction (7600),,,,Pens Pencils & Correction (7600),Pens Pencils & Correction ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7600,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Basic Office Supplies,Presentation & Meeting Supplies (7600),,,,Presentation & Meeting Supplies (7600),Presentation & Meeting Supplies ,L3,7600 - Office Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7610,Other Controllable,Facility MTN & Repair,Office Supplies & Accessories,Housekeeping Supplies,Cleaning Supplies (7610),,,,Cleaning Supplies (7610),Cleaning Supplies ,L3,7610 - Housekeeping Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7610,Other Controllable,Facility MTN & Repair,Office Supplies & Accessories,Housekeeping Supplies,Kitchen Supplies (7610),,,,Kitchen Supplies (7610),Kitchen Supplies ,L3,7610 - Housekeeping Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7610,Other Controllable,Facility MTN & Repair,Office Supplies & Accessories,Housekeeping Supplies,Waste & Trash Disposal Supplies (7610),,,,Waste & Trash Disposal Supplies (7610),Waste & Trash Disposal Supplies ,L3,7610 - Housekeeping Supplies,000 - N/A - General,00000 - N/A,Indirect,None
7619,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Patient Morale,Patient Morale--Food Only (7619),,,,Patient Morale--Food Only (7619),Patient Morale--Food Only ,L3,7619 - Patient Morale Items-Food Only,000 - N/A - General,00000 - N/A,Indirect,None
7620,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Patient Morale,Patient Morale--No Food (7620),,,,Patient Morale--No Food (7620),Patient Morale--No Food ,L3,7620 - Patient Morale Items-No Food,000 - N/A - General,00000 - N/A,Indirect,None
7621,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Teammate Morale,Teammate Morale--No Food (7621),,,,Teammate Morale--No Food (7621),Teammate Morale--No Food ,L3,7621 - Employee Morale and De Minimis benefits-No Food,000 - N/A - General,00000 - N/A,Indirect,None
7621,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Teammate Morale,TM Gift Cards & Other Gifts/Awards (7621),,,,TM Gift Cards & Other Gifts/Awards (7621),TM Gift Cards & Other Gifts/Awards ,L3,7621 - Employee Morale and De Minimis benefits-No Food,000 - N/A - General,00000 - N/A,Indirect,None
7622,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Teammate Morale,Teammate Morale--Food Only (7622),,,,Teammate Morale--Food Only (7622),Teammate Morale--Food Only ,L3,7622 - Employee Morale-Food Only,000 - N/A - General,00000 - N/A,Indirect,None
7624,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,DaVita Branded Products & Apparel,Clothing (7624),,,,Clothing (7624),Clothing ,L3,7624 - Company Store distributions,000 - N/A - General,00000 - N/A,Indirect,None
7624,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,DaVita Branded Products & Apparel,Decorations (7624),,,,Decorations (7624),Decorations ,L3,7624 - Company Store distributions,000 - N/A - General,00000 - N/A,Indirect,None
7624,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,DaVita Branded Products & Apparel,Educational Materials (7624),,,,Educational Materials (7624),Educational Materials ,L3,7624 - Company Store distributions,000 - N/A - General,00000 - N/A,Indirect,None
7624,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,DaVita Branded Products & Apparel,Electronics (7624),,,,Electronics (7624),Electronics ,L3,7624 - Company Store distributions,000 - N/A - General,00000 - N/A,Indirect,None
7624,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,DaVita Branded Products & Apparel,General Branded Office Supplies (7624),,,,General Branded Office Supplies (7624),General Branded Office Supplies ,L3,7624 - Company Store distributions,000 - N/A - General,00000 - N/A,Indirect,None
7624,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,DaVita Branded Products & Apparel,General Promotional Merchandise (7624),,,,General Promotional Merchandise (7624),General Promotional Merchandise ,L3,7624 - Company Store distributions,000 - N/A - General,00000 - N/A,Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Dialysis Equipment & Supplies,Dialysis Equipment,Dialysis Chairs (7680),,,DIALYSIS CHAIR,Dialysis Chairs (7680),Dialysis Chairs ,L3,7680 - Minor Equipment,000 - N/A - General,"11024 - Dialysis Chairs, Hospital Beds and Related Parts (7680)",Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Dialysis Equipment & Supplies,Dialysis Equipment,Medical Meters (7680),,,METER,Medical Meters (7680),Medical Meters ,L3,7680 - Minor Equipment,000 - N/A - General,11025 - Medical Meters (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Dialysis Equipment & Supplies,Dialysis Equipment,Other Dialysis Equipment (7680),,,,Other Dialysis Equipment (7680),Other Dialysis Equipment ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Dialysis Equipment & Supplies,Medical Equipment,Other Minor Equipment (7680),,,,Other Minor Equipment (7680),Other Minor Equipment ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Facilities,Repair & Maintenance,Fire Alarm Equipment OpEx (7680),,,,Fire Alarm Equipment OpEx (7680),Fire Alarm Equipment OpEx ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Facilities,Safety & Security,Entry/Access Systems (7680),,,,Entry/Access Systems (7680),Entry/Access Systems ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Facilities,Safety & Security,Security Alarm Equipment Opex (7680),,,,Security Alarm Equipment Opex (7680),Security Alarm Equipment Opex ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Facilities,Safety & Security,Security Cameras (7680),,,,Security Cameras (7680),Security Cameras ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cameras,Smart Security Cameras (7680),,,Smart Security Cameras (7680),Smart Security Cameras ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Chair Side Snappy/CWOW Equipment & Cables,Cart Freight (7680),,,Cart Freight (7680),Cart Freight ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Chair Side Snappy/CWOW Equipment & Cables,Carts (7680),,,Carts (7680),Carts ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Ergonomic Desk Setup (7680),,,Ergonomic Desk Setup (7680),Ergonomic Desk Setup ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Mobile Accessories (7680),,,,Mobile Accessories (7680),Mobile Accessories ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Telephones,Conferencing Equipment (7680),,,Conferencing Equipment (7680),Conferencing Equipment ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Telephones,Corporate Office Phones & Accessories (7680),,,Corporate Office Phones & Accessories (7680),Corporate Office Phones & Accessories ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Telephones,Facility/Clinic Phones & Accessories (7680),,,Facility/Clinic Phones & Accessories (7680),Facility/Clinic Phones & Accessories ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Telecommunications,Mobility,Mi-Fis/Hotspots (8065),,,Mi-Fis/Hotspots (8065),Mi-Fis/Hotspots ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Telecommunications,Mobility,Mobile Phones (8065),,,Mobile Phones (8065),Mobile Phones ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Telecommunications,Mobility,Mobile Tablets (8065),,,Mobile Tablets (8065),Mobile Tablets ,L4,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Furniture/Fixtures & Equipment,Appliances (7680),,,,Appliances (7680),Appliances ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Furniture/Fixtures & Equipment,Fixture Services (7680),,,,Fixture Services (7680),Fixture Services ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Furniture/Fixtures & Equipment,Fixtures (7680),,,,Fixtures (7680),Fixtures ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Furniture/Fixtures & Equipment,Furniture (7680),,,,Furniture (7680),Furniture ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Furniture/Fixtures & Equipment,Lighting Clinical Furniture (7680),,,,Lighting Clinical Furniture (7680),Lighting Clinical Furniture ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7680,Other Controllable,Office Supplies/Minor Equipment,Office Supplies & Accessories,Furniture/Fixtures & Equipment,Lounge Furniture (7680),,,,Lounge Furniture (7680),Lounge Furniture ,L3,7680 - Minor Equipment,000 - N/A - General,11026 - All Other Minor Equipment (7680),Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Apple Power & Cables (7685),,,Apple Power & Cables (7685),Apple Power & Cables ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Coaxial Cables (7685),,,Coaxial Cables (7685),Coaxial Cables ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Network Adapters & Cables (7685),,,Network Adapters & Cables (7685),Network Adapters & Cables ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Power Adapters & Cables (7685),,,Power Adapters & Cables (7685),Power Adapters & Cables ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Printer Cables (7685),,,Printer Cables (7685),Printer Cables ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Surge Protectors & Power Protection (7685),,,Surge Protectors & Power Protection (7685),Surge Protectors & Power Protection ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cables Adapters & Power Cords,Video Adapters & Cables (7685),,,Video Adapters & Cables (7685),Video Adapters & Cables ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Cameras,Web Cameras (7685),,,Web Cameras (7685),Web Cameras ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Chair Side Snappy/CWOW Equipment & Cables,Terminal Servers & Accessories (7685),,,Terminal Servers & Accessories (7685),Terminal Servers & Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Chair Side Snappy/CWOW Equipment & Cables,Thin Client Accessories (7685),,,Thin Client Accessories (7685),Thin Client Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Chair Side Snappy/CWOW Equipment & Cables,Thin Clients (7685),,,Thin Clients (7685),Thin Clients ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Barcode Readers (7685),,,Barcode Readers (7685),Barcode Readers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,External DVD/CD RW Drives (7685),,,External DVD/CD RW Drives (7685),External DVD/CD RW Drives ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Flash Drive (7685),,,Flash Drive (7685),Flash Drive ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Graphics Card (7685),,,Graphics Card (7685),Graphics Card ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Internal Components,Internal Hard Drives - Computer (7685),,Internal Hard Drives - Computer (7685),Internal Hard Drives - Computer ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Internal Components,Internal Memory (7685),,Internal Memory (7685),Internal Memory ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Internal Components,Laptop Internal Memory (7685),,Laptop Internal Memory (7685),Laptop Internal Memory ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,KVM Switch (7685),,,KVM Switch (7685),KVM Switch ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Laptop Battery (7685),,,Laptop Battery (7685),Laptop Battery ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Laptop Cover (7685),,,Laptop Cover (7685),Laptop Cover ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Laptop Privacy Screen (7685),,,Laptop Privacy Screen (7685),Laptop Privacy Screen ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Laser Pointer (7685),,,Laser Pointer (7685),Laser Pointer ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Other Computer Accessories (7685),,,Other Computer Accessories (7685),Other Computer Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Screen Replacement (7685),,,Screen Replacement (7685),Screen Replacement ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Security Keys (7685),,,Security Keys (7685),Security Keys ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Speakers (7685),,,Speakers (7685),Speakers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Tablet Cases (7685),,,Tablet Cases (7685),Tablet Cases ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Tablet Chargers (7685),,,Tablet Chargers (7685),Tablet Chargers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Tablet Security (7685),,,Tablet Security (7685),Tablet Security ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,Tablet Stands (7685),,,Tablet Stands (7685),Tablet Stands ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computer & Tablet Accessories,USB Hub (7685),,,USB Hub (7685),USB Hub ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computers & Tablets,Desktops (7685),,,Desktops (7685),Desktops ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
